mm,mdd,dd,hr,Ts_C,VPD,u,"precip, mm","P, kPa","O3, ppb","PAR, W m-2"
10,18,291,11,16.84,0.81486,1.45,0.06,92.86,40.292,665.69
10,18,291,12,20.42,1.33425,1.57,0.007,92.75,43.07,675.66
10,18,291,13,19.1,1.18982,1.56,0.007,92.85,44.664,637.17
10,18,291,14,19.77,1.33653,1.55,0.007,92.81,45.234,543.6
10,18,291,15,18.19,1.16441,1.53,0,92.68,44.986,407.65
10,18,291,16,19.68,1.354,1.45,0,92.73,43.923,220.01
10,18,291,17,18.94,1.21926,1.25,0,92.71,42.276,13.47
10,18,291,18,15.49,0.75443,1,0.003,92.88,41.662,0
10,18,291,19,17.27,0.92856,0.99,0.003,92.72,41.522,0
10,18,291,20,16.37,0.77271,0.98,0.003,92.79,40.473,0
10,18,291,21,14.24,0.48585,0.98,0,92.9,38.912,0
10,18,291,22,15.07,0.5534,0.98,0,92.88,37.156,0
10,18,291,23,14.65,0.48309,0.98,0,92.89,35.32,0
10,19,292,0,13,0.28587,1,0,92.91,33.462,0
10,19,292,1,13.83,0.37779,0.94,0,92.9,31.763,0
10,19,292,2,13.41,0.34301,0.89,0,92.91,30.383,0
10,19,292,3,12.67,0.27714,0.84,0,92.92,29.275,0
10,19,292,4,12.89,0.30107,0.85,0,92.91,28.337,0
10,19,292,5,12.78,0.29252,0.86,0,92.92,27.372,0
10,19,292,6,14.14,0.43112,0.88,0,93.15,25.108,0
10,19,292,7,13.14,0.35707,1.04,0,92.97,23.806,71.62
10,19,292,8,13.63,0.43332,1.07,0,93.05,24.576,275.42
10,19,292,9,20.62,1.34962,1.07,0,93.11,25.441,455.37
10,19,292,10,16.3,0.6996,1.21,0,93.14,29.097,584.82
10,19,292,11,18.46,0.9203,1.35,0,93.13,34.611,661.78
10,19,292,12,20.44,1.15005,1.48,0.013,93.09,39.482,651.05
10,19,292,13,20.56,1.15253,1.42,0.013,93.11,41.759,613.63
10,19,292,14,20.5,1.12668,1.36,0.013,93.1,42.314,522.56
10,19,292,15,17.94,0.74396,1.28,0,92.99,41.976,100.39
10,19,292,16,19.62,0.96217,1.17,0,93.07,41.122,53.48
10,19,292,17,18.78,0.8242,1.01,0,93.03,39.923,2.51
10,19,292,18,15.61,0.39961,0.66,0,92.92,39.645,0
10,19,292,19,17.17,0.59383,0.64,0,92.97,40.146,0
10,19,292,20,16.39,0.50425,0.61,0,92.95,39.813,0
10,19,292,21,14.78,0.32661,0.58,0.08,92.84,38.86,0
10,19,292,22,15.34,0.38326,0.64,0.08,92.9,37.849,0
10,19,292,23,15.06,0.3459,0.69,0.08,92.88,36.895,0
10,20,293,0,14.27,0.25234,0.75,0.227,92.83,35.861,0
10,20,293,1,14.61,0.25832,0.75,0.227,92.84,34.876,0
10,20,293,2,14.44,0.20899,0.74,0.227,92.83,34.079,0
10,20,293,3,14.63,0.2008,0.74,0.093,92.7,32.957,0
10,20,293,4,14.4,0.17344,0.84,0.093,92.8,31.556,0
10,20,293,5,14.52,0.18636,0.93,0.093,92.76,30.156,0
10,20,293,6,14.48,0.182,1.03,0.013,92.7,27.914,0
10,20,293,7,14.58,0.2231,1.01,0.013,92.7,27,54.67
10,20,293,8,14.53,0.24896,1.02,0.013,92.7,27.838,218.54
10,20,293,9,15.48,0.38869,0.99,0.48,92.64,28.705,135.02
10,20,293,10,14.82,0.27176,1.03,0.48,92.69,29.723,173.66
10,20,293,11,15.15,0.26778,1.07,0.48,92.67,31.155,196.61
10,20,293,12,17.01,0.45076,1.11,0.327,92.48,33.445,172.71
10,20,293,13,16.01,0.253,1.06,0.327,92.6,36.578,162.64
10,20,293,14,16.52,0.2423,1.01,0.327,92.55,39.733,138.33
10,20,293,15,16.78,0.20477,0.95,0.7,92.38,41.405,149.61
10,20,293,16,16.94,0.1946,0.91,0.7,92.46,40.788,78.86
10,20,293,17,16.87,0.15869,0.88,0.7,92.42,38.554,2.77
10,20,293,18,15.74,0,0.88,0.057,92.42,37.509,0
10,20,293,19,16.43,0.11944,0.78,0.057,92.39,36.567,0
10,20,293,20,16.08,0.11611,0.68,0.057,92.4,35.015,0
10,20,293,21,15.59,0.09509,0.6,0.063,92.42,33.509,0
10,20,293,22,15.69,0.11328,0.58,0.063,92.42,32.403,0
10,20,293,23,15.64,0.1145,0.56,0.063,92.42,31.544,0
10,21,294,0,14.76,0.02126,0.55,0.043,92.47,30.812,0
10,21,294,1,15.31,0.11276,0.54,0.043,92.43,30.185,0
10,21,294,2,15.03,0.11037,0.54,0.043,92.45,29.62,0
10,21,294,3,14.73,0.10509,0.53,0.053,92.5,29.109,0
10,21,294,4,14.75,0.10855,0.48,0.053,92.48,28.471,0
10,21,294,5,14.74,0.11048,0.43,0.053,92.49,27.711,0
10,21,294,6,15.39,0.18804,0.38,0.07,92.64,25.475,0
10,21,294,7,14.94,0.12273,0.57,0.07,92.53,24.102,55
10,21,294,8,15.16,0.15996,0.66,0.07,92.58,24.88,229.23
10,21,294,9,19.54,0.74124,0.67,0.047,92.7,25.895,404.04
10,21,294,10,16.77,0.37447,0.78,0.047,92.65,29.933,520.81
10,21,294,11,18.15,0.55969,0.87,0.047,92.67,34.487,589.97
10,21,294,12,20.74,0.94299,0.94,0.04,92.6,38.009,648.73
10,21,294,13,19.95,0.87963,0.92,0.04,92.68,39.938,610.54
10,21,294,14,20.35,0.99754,0.92,0.04,92.64,40.539,518.36
10,21,294,15,18.24,0.75264,0.92,0.01,92.55,40.003,384.82
10,21,294,16,19.91,0.99594,0.82,0.01,92.59,38.325,200.26
10,21,294,17,19.08,0.88328,0.7,0.01,92.57,35.864,4.81
10,21,294,18,15.91,0.44282,0.22,0,92.52,32.639,0
10,21,294,19,17.47,0.62135,0.19,0,92.54,31.51,0
10,21,294,20,16.69,0.5146,0.16,0,92.53,30.362,0
10,21,294,21,14.33,0.243,0.13,0.087,92.53,29.036,0
10,21,294,22,15.38,0.33061,0.13,0.087,92.52,27.753,0
10,21,294,23,14.86,0.24234,0.12,0.087,92.53,26.522,0
10,22,295,0,14.14,0.13694,0.13,0.34,92.46,25.269,0
10,22,295,1,14.27,0.14499,0.13,0.34,92.51,23.925,0
10,22,295,2,14.21,0.12541,0.14,0.34,92.49,22.559,0
10,22,295,3,14.77,0.16602,0.17,0.477,92.39,21.322,0
10,22,295,4,14.36,0.11652,0.21,0.477,92.44,22.177,0
10,22,295,5,14.57,0.12158,0.27,0.477,92.42,23.746,0
10,22,295,6,16.59,0.32955,0.36,0.123,92.45,23.763,0
10,22,295,7,15.37,0.12331,0.69,0.123,92.4,24.139,50.69
10,22,295,8,15.98,0.18126,0.8,0.123,92.42,26.421,221.12
10,22,295,9,19.7,0.66324,0.9,0.003,92.49,29.421,432.38
10,22,295,10,17.62,0.45223,0.99,0.003,92.46,34.245,558.34
10,22,295,11,18.66,0.66909,1.05,0.003,92.47,38.373,632.88
10,22,295,12,20.14,0.96195,1.11,0,92.44,41.206,582.96
10,22,295,13,19.85,0.99539,1.06,0,92.48,42.498,548.34
10,22,295,14,20,1.0941,1.01,0,92.46,42.486,464.81
10,22,295,15,16.99,0.75847,0.96,0,92.43,41.534,272.45
10,22,295,16,19.09,1.04275,0.93,0,92.44,39.628,140.04
10,22,295,17,18.04,0.90186,0.88,0,92.43,37.014,2.11
10,22,295,18,15.18,0.52387,0.51,0,92.53,34.746,0
10,22,295,19,16.38,0.64535,0.48,0,92.45,34.215,0
10,22,295,20,15.77,0.55457,0.44,0,92.49,33.384,0
10,22,295,21,13.45,0.28299,0.41,0.003,92.53,32.5,0
10,22,295,22,14.6,0.37753,0.37,0.003,92.53,31.514,0
10,22,295,23,14.03,0.28991,0.33,0.003,92.53,30.484,0
10,23,296,0,12.49,0.11182,0.29,0.003,92.54,29.321,0
10,23,296,1,13.13,0.16384,0.26,0.003,92.53,28.252,0
10,23,296,2,12.81,0.12374,0.24,0.003,92.54,27.353,0
10,23,296,3,11.69,0.01293,0.21,0.01,92.53,26.54,0
10,23,296,4,12.22,0.08288,0.19,0.01,92.54,25.814,0
10,23,296,5,11.96,0.07915,0.17,0.01,92.53,25.114,0
10,23,296,6,13.61,0.26444,0.15,0.01,92.6,23.029,0
10,23,296,7,12.32,0.1313,0.53,0.01,92.55,28.321,56.35
10,23,296,8,12.96,0.2287,0.58,0.01,92.57,32.031,258.96
10,23,296,9,17.04,0.72224,0.62,0.023,92.57,34.009,431.72
10,23,296,10,14.76,0.54405,0.7,0.023,92.59,36.568,558.55
10,23,296,11,15.9,0.76778,0.76,0.023,92.58,39.25,633.64
10,23,296,12,17.79,1.09806,0.82,0.007,92.49,41.554,659.64
10,23,296,13,17.3,1.05843,0.82,0.007,92.55,43.078,620.01
10,23,296,14,17.55,1.11549,0.82,0.007,92.53,43.471,524.69
10,23,296,15,15.19,0.85381,0.82,0.013,92.52,42.875,376.6
10,23,296,16,16.92,1.07405,0.77,0.013,92.5,41.196,190.96
10,23,296,17,16.05,0.98273,0.71,0.013,92.51,38.864,1.58
10,23,296,18,12.36,0.54871,0.27,0.007,92.64,35.496,0
10,23,296,19,14.24,0.68942,0.21,0.007,92.55,33.909,0
10,23,296,20,13.29,0.55101,0.15,0.007,92.59,32.136,0
10,23,296,21,10.8,0.30558,0.1,0.01,92.71,29.769,0
10,23,296,22,11.83,0.40301,0.07,0.01,92.66,27.285,0
10,23,296,23,11.31,0.36182,0.06,0.01,92.68,24.861,0
10,24,297,0,10.03,0.25915,0.07,0,92.73,22.297,0
10,24,297,1,10.54,0.29828,0.07,0,92.71,19.649,0
10,24,297,2,10.28,0.27199,0.07,0,92.72,17.208,0
10,24,297,3,8.8,0.14718,0.08,0,92.75,14.95,0
10,24,297,4,9.62,0.21402,0.06,0,92.73,12.899,0
10,24,297,5,9.21,0.18282,0.08,0,92.74,11.11,0
10,24,297,6,12.15,0.43821,0.1,0,92.9,8.515,0
10,24,297,7,9.9,0.23077,0.48,0,92.78,11.501,53.31
10,24,297,8,11.02,0.3192,0.54,0,92.83,15.65,259.46
10,24,297,9,18.45,1.13642,0.6,0,92.98,18.037,431.29
10,24,297,10,14.24,0.63152,0.65,0,92.92,32.413,559.46
10,24,297,11,16.34,0.87627,0.68,0,92.94,36.357,635.16
10,24,297,12,20.24,1.41124,0.72,0.007,92.91,38.396,656.62
10,24,297,13,19.05,1.2278,0.7,0.007,92.96,39.93,616.74
10,24,297,14,19.65,1.30408,0.68,0.007,92.94,40.98,520.98
10,24,297,15,17.02,0.93718,0.65,0,92.9,41.118,374.98
10,24,297,16,19.17,1.24359,0.66,0,92.91,39.873,187.27
10,24,297,17,18.09,1.1161,0.65,0,92.9,37.732,0.68
10,24,297,18,12.56,0.45355,0.21,0,92.96,34.149,0
10,24,297,19,15.53,0.80248,0.2,0,92.91,32.585,0
10,24,297,20,14.04,0.67534,0.2,0,92.93,31.919,0
10,24,297,21,10.9,0.41277,0.19,0,93.01,31.561,0
10,24,297,22,12,0.49794,0.23,0,92.97,31.708,0
10,24,297,23,11.45,0.43172,0.26,0,92.99,31.968,0
10,25,298,0,9.86,0.27932,0.3,0,93.04,31.796,0
10,25,298,1,10.55,0.33159,0.34,0,93.02,30.982,0
10,25,298,2,10.2,0.295,0.37,0,93.03,29.899,0
10,25,298,3,9.26,0.20971,0.4,0,93.09,29.161,0
10,25,298,4,9.66,0.23484,0.4,0,93.05,28.588,0
10,25,298,5,9.46,0.21163,0.4,0,93.07,27.964,0
10,25,298,6,12.14,0.43884,0.4,0,93.12,26.017,0
10,25,298,7,10.22,0.24925,0.67,0,93.1,23.444,44.2
10,25,298,8,11.18,0.31326,0.7,0,93.11,22.266,229.18
10,25,298,9,19.36,1.23102,0.69,0,93.15,21.504,403.68
10,25,298,10,14.54,0.60225,0.78,0,93.13,34.351,524.79
10,25,298,11,16.95,0.86145,0.91,0,93.14,42.909,596.31
10,25,298,12,21.36,1.4694,1.05,0,93,48.779,640.73
10,25,298,13,20.04,1.29484,0.98,0,93.12,52.216,601.32
10,25,298,14,20.71,1.42792,0.91,0,93.07,53.413,507.12
10,25,298,15,18.1,1.08273,0.86,0.033,93.01,53.185,359.3
10,25,298,16,20.27,1.40239,0.76,0.033,93,51.681,176.87
10,25,298,17,19.19,1.25408,0.64,0.033,93.01,49.282,0.21
10,25,298,18,15.17,0.70116,0.14,0.033,93.13,45.289,0
10,25,298,19,17.11,0.88174,0.09,0.033,93.04,43.153,0
10,25,298,20,16.14,0.73823,0.06,0.033,93.08,41.031,0
10,25,298,21,13.64,0.49437,0.08,0,93.17,38.542,0
10,25,298,22,14.66,0.56083,0.08,0,93.14,36.975,0
10,25,298,23,14.15,0.49743,0.14,0,93.15,36.36,0
10,26,299,0,11.55,0.23441,0.23,0.003,93.16,35.616,0
10,26,299,1,12.94,0.42315,0.19,0.003,93.17,33.99,0
10,26,299,2,12.25,0.41311,0.16,0.003,93.16,32.164,0
10,26,299,3,10.38,0.30559,0.14,0,93.16,30.358,0
10,26,299,4,11.16,0.36268,0.14,0,93.16,28.877,0
10,26,299,5,10.77,0.31742,0.15,0,93.16,27.824,0
10,26,299,6,13.5,0.56331,0.15,0,93.29,26,0
10,26,299,7,11.41,0.336,0.49,0,93.19,25.365,44.81
10,26,299,8,12.45,0.39893,0.49,0,93.23,26.268,248.16
10,26,299,9,19.25,1.16979,0.48,0.003,93.29,27.384,419.31
10,26,299,10,15.42,0.67459,0.59,0.003,93.29,39.958,546.35
10,26,299,11,17.33,0.90452,0.69,0.003,93.29,44.932,621.34
10,26,299,12,20.33,1.32303,0.79,0.003,93.1,47.646,637.41
10,26,299,13,19.63,1.2059,0.76,0.003,93.25,48.76,597.77
10,26,299,14,19.99,1.24844,0.73,0.003,93.18,48.526,503.3
10,26,299,15,17.52,0.895,0.71,0,93.05,47.541,361.17
10,26,299,16,19.4,1.15863,0.65,0,93.09,46.007,175.13
10,26,299,17,18.46,1.03578,0.59,0,93.07,44.098,0.04
10,26,299,18,14.55,0.52521,0.15,0,93.04,40.85,0
10,26,299,19,16.53,0.73428,0.15,0,93.05,39.569,0
10,26,299,20,15.54,0.60122,0.17,0,93.04,38.872,0
10,26,299,21,13.33,0.34696,0.19,0,93,38.506,0
10,26,299,22,14.15,0.42873,0.21,0,93.03,38.402,0
10,26,299,23,13.74,0.3846,0.24,0,93.02,38.157,0
10,27,300,0,12.37,0.24747,0.28,0.007,92.99,37.295,0
10,27,300,1,13.01,0.30309,0.29,0.007,93,35.862,0
10,27,300,2,12.69,0.26452,0.3,0.007,92.99,34.502,0
10,27,300,3,12.09,0.20092,0.31,0.08,92.9,33.622,0
10,27,300,4,12.29,0.18413,0.33,0.08,92.97,34.728,0
10,27,300,5,12.19,0.14032,0.35,0.08,92.94,37.011,0
10,27,300,6,14.28,0.31547,0.38,0.343,92.92,36.123,0
10,27,300,7,12.82,0.11254,0.62,0.343,92.9,33.431,34.42
10,27,300,8,13.55,0.13516,0.77,0.343,92.91,31.372,203.97
10,27,300,9,17.78,0.57701,0.84,0.103,92.95,29.904,353.05
10,27,300,10,15.44,0.26117,0.94,0.103,92.93,30.03,460.95
10,27,300,11,16.61,0.37209,1.02,0.103,92.94,32.478,524.59
10,27,300,12,18.06,0.53357,1.1,0.07,92.77,35.905,573.06
10,27,300,13,17.89,0.5736,1.07,0.07,92.91,38.01,537.12
10,27,300,14,17.98,0.6515,1.05,0.07,92.85,38.414,451.56
10,27,300,15,15.87,0.45222,1.04,0.06,92.76,37.694,348.76
10,27,300,16,17.33,0.66595,0.95,0.06,92.77,36.017,166.8
10,27,300,17,16.6,0.6084,0.83,0.06,92.76,33.863,0
10,27,300,18,15.13,0.44619,0.4,0.267,92.79,31.722,0
10,27,300,19,15.62,0.46172,0.41,0.267,92.77,31.592,0
10,27,300,20,15.37,0.39183,0.43,0.267,92.78,31.022,0
10,27,300,21,13.66,0.1628,0.45,0.037,92.82,30.123,0
10,27,300,22,14.64,0.26029,0.4,0.037,92.8,29.019,0
10,27,300,23,14.15,0.20222,0.36,0.037,92.81,28.127,0
10,28,301,0,12.9,0.07253,0.34,0.073,92.74,27.502,0
10,28,301,1,13.41,0.1284,0.31,0.073,92.8,27.267,0
10,28,301,2,13.16,0.10896,0.29,0.073,92.78,27.178,0
10,28,301,3,13.07,0.10713,0.28,0.187,92.72,26.98,0
10,28,301,4,12.96,0.10617,0.34,0.187,92.74,26.673,0
10,28,301,5,13.02,0.12472,0.4,0.187,92.73,26.141,0
10,28,301,6,14.54,0.29681,0.45,0.1,92.78,24.088,0
10,28,301,7,13.55,0.19783,0.7,0.1,92.73,22.598,31.66
10,28,301,8,14.04,0.25472,0.8,0.1,92.75,24.045,202.26
10,28,301,9,16.62,0.55398,0.87,0.163,92.8,26.375,376.05
10,28,301,10,15.23,0.41972,1.03,0.163,92.78,29.608,492.07
10,28,301,11,15.92,0.53021,1.17,0.163,92.79,33.272,560.46
10,28,301,12,16.92,0.68304,1.3,0.597,92.71,36.393,495.62
10,28,301,13,16.73,0.66922,1.35,0.597,92.78,37.825,464.34
10,28,301,14,16.83,0.69292,1.41,0.597,92.75,38.206,389.74
10,28,301,15,14.9,0.47687,1.46,0.353,92.73,38.058,335.66
10,28,301,16,16.24,0.62743,1.41,0.353,92.71,36.378,158.15
10,28,301,17,15.57,0.5414,1.36,0.353,92.72,33.173,0
10,28,301,18,14.14,0.37419,1.25,0.027,92.96,32.71,0
10,28,301,19,14.62,0.43755,1.13,0.027,92.78,35.408,0
10,28,301,20,14.37,0.41839,1.04,0.027,92.86,39.231,0
10,28,301,21,11.64,0.15381,0.98,0,93.09,42.077,0
10,28,301,22,13.29,0.40212,0.98,0,92.99,42.862,0
10,28,301,23,12.46,0.40717,0.99,0,93.03,41.761,0
10,29,302,0,8.93,0.18725,1.02,0,93.21,40.203,0
10,29,302,1,10.73,0.40045,1.04,0,93.12,39.39,0
10,29,302,2,9.82,0.38804,1.07,0,93.16,39.299,0
10,29,302,3,6.14,0.17967,1.1,0,93.35,39.301,0
10,29,302,4,7.99,0.35713,1.04,0,93.24,38.749,0
10,29,302,5,7.06,0.33861,0.99,0,93.29,37.649,0
10,29,302,6,8.39,0.48276,0.93,0,93.42,34.797,0
10,29,302,7,6.88,0.35087,1.08,0,93.37,32.317,33.9
10,29,302,8,7.63,0.37715,1.09,0,93.39,32.132,237.77
10,29,302,9,15.07,1.02456,1.06,0,93.51,32.797,411.31
10,29,302,10,10.61,0.59603,1.07,0,93.44,34.862,539.88
10,29,302,11,12.83,0.81483,1.07,0,93.47,38.524,615.56
10,29,302,12,16.98,1.2924,1.06,0,93.38,42.384,633.99
10,29,302,13,15.72,1.1698,1.08,0,93.48,45.566,593.53
10,29,302,14,16.36,1.27601,1.09,0,93.44,47.015,497.22
10,29,302,15,13.29,0.96533,1.11,0,93.44,46.799,350.63
10,29,302,16,15.74,1.23348,1.07,0,93.39,44.851,162.24
10,29,302,17,14.51,1.09366,1,0,93.41,41.962,0
10,29,302,18,9.39,0.57207,0.54,0,93.61,39.149,0
10,29,302,19,11.97,0.81839,0.5,0,93.48,38.619,0
10,29,302,20,10.67,0.72429,0.46,0,93.53,37.983,0
10,29,302,21,7.27,0.48391,0.42,0,93.74,36.541,0
10,29,302,22,8.67,0.57185,0.43,0,93.64,34.178,0
10,29,302,23,7.96,0.50352,0.45,0,93.68,31.682,0
10,30,303,0,5.62,0.32839,0.49,0,93.72,29.471,0
10,30,303,1,6.72,0.4047,0.44,0,93.74,27.494,0
10,30,303,2,6.17,0.37296,0.41,0,93.73,25.726,0
10,30,303,3,4.51,0.27571,0.38,0,93.73,24.239,0
10,30,303,4,5.25,0.31421,0.37,0,93.72,23.109,0
10,30,303,5,4.88,0.28537,0.37,0,93.73,22.196,0
10,30,303,6,7.3,0.4378,0.36,0,93.71,20.09,0
10,30,303,7,5.44,0.31616,0.62,0,93.73,21.056,30.07
10,30,303,8,6.37,0.37166,0.6,0,93.72,24.365,233.02
10,30,303,9,14.44,1.06019,0.54,0,93.66,26.274,406.84
10,30,303,10,9.69,0.63825,0.59,0,93.7,30.487,535.23
10,30,303,11,12.07,0.87548,0.63,0,93.68,33.664,610.95
10,30,303,12,16.67,1.40382,0.67,0,93.41,36.055,629.62
10,30,303,13,15.21,1.23606,0.74,0,93.6,37.676,588.94
10,30,303,14,15.95,1.32793,0.81,0,93.52,38.713,492.61
10,30,303,15,13.25,1.03688,0.88,0,93.42,38.941,346.1
10,30,303,16,15.53,1.27382,0.84,0,93.41,38.044,157.53
10,30,303,17,14.39,1.13791,0.78,0,93.42,36.149,0
10,30,303,18,8.97,0.57764,0.27,0,93.46,32.815,0
10,30,303,19,11.82,0.83375,0.25,0,93.43,31.073,0
10,30,303,20,10.39,0.72339,0.22,0,93.44,29.362,0
10,30,303,21,7.15,0.4966,0.19,0,93.54,27.586,0
10,30,303,22,8.36,0.56692,0.23,0,93.48,26.357,0
10,30,303,23,7.75,0.50515,0.26,0,93.5,25.57,0
10,31,304,0,5.63,0.34585,0.29,0,93.49,24.735,0
10,31,304,1,6.65,0.40527,0.29,0,93.53,23.642,0
10,31,304,2,6.14,0.3651,0.28,0,93.51,22.514,0
10,31,304,3,4.79,0.27453,0.29,0,93.49,21.306,0
10,31,304,4,5.35,0.30724,0.27,0,93.49,20.035,0
10,31,304,5,5.07,0.28899,0.25,0,93.49,18.75,0
10,31,304,6,7.33,0.43765,0.24,0,93.49,16.179,0
10,31,304,7,5.64,0.33191,0.55,0,93.49,13.9,24.5
10,31,304,8,6.48,0.38356,0.56,0,93.49,14.906,210.08
10,31,304,9,13.12,0.92894,0.55,0,93.45,15.555,294.85
10,31,304,10,9.26,0.60878,0.54,0,93.48,22.014,388.82
10,31,304,11,11.19,0.79767,0.54,0,93.47,26.938,444.22
10,31,304,12,16.26,1.35311,0.58,0,93.19,30.495,527.92
10,31,304,13,14.19,1.14962,0.48,0,93.39,33.607,493.53
10,31,304,14,15.24,1.29804,0.38,0,93.31,35.813,412.21
10,31,304,15,13.09,1.10264,0.28,0,93.1,36.861,292.19
10,31,304,16,15.21,1.33246,0.33,0,93.17,36.056,130.88
10,31,304,17,14.16,1.22312,0.36,0,93.14,34.179,0
10,31,304,18,9.83,0.80141,0.09,0,93.13,30.679,0
10,31,304,19,12,0.95532,0.09,0,93.11,29.051,0
10,31,304,20,10.91,0.83922,0.11,0,93.12,28.613,0
10,31,304,21,8.76,0.64669,0.16,0,93.11,29.202,0
10,31,304,22,9.48,0.68109,0.16,0,93.13,30.227,0
10,31,304,23,9.12,0.63178,0.17,0,93.12,31.043,0
11,1,305,0,8.36,0.55374,0.18,0,93.1,31.194,0
11,1,305,1,8.63,0.55765,0.19,0,93.11,30.461,0
11,1,305,2,8.49,0.53162,0.21,0,93.1,28.878,0
11,1,305,3,8.4,0.50929,0.22,0,93.09,27.048,0
11,1,305,4,8.37,0.46629,0.25,0,93.1,25.576,0
11,1,305,5,8.39,0.42551,0.27,0,93.09,24.688,0
11,1,305,6,8.68,0.40518,0.29,0,93.16,23.277,0
11,1,305,7,8.49,0.32341,0.43,0,93.11,22.233,19.64
11,1,305,8,8.58,0.25615,0.56,0,93.13,23.544,187.96
11,1,305,9,13.63,0.62722,0.57,0,93.12,25.251,319.56
11,1,305,10,10.33,0.31325,0.7,0,93.15,32.207,422.4
11,1,305,11,11.98,0.45709,0.81,0,93.14,37.91,482.99
11,1,305,12,14.37,0.69641,0.91,0,92.91,42.606,432.24
11,1,305,13,13.9,0.66913,0.9,0,93.07,45.787,403.93
11,1,305,14,14.14,0.72029,0.88,0,93,47.173,336.89
11,1,305,15,12.22,0.55203,0.87,0,92.84,47.07,208.7
11,1,305,16,13.66,0.68933,0.82,0,92.89,45.417,92.03
11,1,305,17,12.94,0.61171,0.75,0,92.87,42.815,0
11,1,305,18,9.4,0.26575,0.34,0,92.89,39.643,0
11,1,305,19,11.28,0.42703,0.29,0,92.85,38.438,0
11,1,305,20,10.34,0.34871,0.25,0,92.87,37.24,0
11,1,305,21,8.53,0.21419,0.18,0,92.84,35.97,0
11,1,305,22,9.11,0.2565,0.2,0,92.88,35.064,0
11,1,305,23,8.82,0.23117,0.21,0,92.86,34.354,0
11,2,306,0,7.61,0.138,0.23,0,92.83,33.582,0
11,2,306,1,8.22,0.19509,0.26,0,92.84,32.695,0
11,2,306,2,7.92,0.18455,0.28,0,92.83,31.529,0
11,2,306,3,7.58,0.17352,0.3,0,92.69,30.047,0
11,2,306,4,7.61,0.16922,0.4,0,92.8,28.978,0
11,2,306,5,7.6,0.16225,0.48,0,92.75,27.86,0
11,2,306,6,8.39,0.21414,0.55,1.94,92.65,25.23,0
11,2,306,7,7.85,0.12735,0.58,1.94,92.68,23.934,5.11
11,2,306,8,8.12,0.10012,0.62,1.94,92.67,26.378,55.4
11,2,306,9,9.46,0.15766,0.66,1.673,92.49,28.677,113.25
11,2,306,10,8.76,0.08075,0.84,1.673,92.61,30.724,149.97
11,2,306,11,9.12,0.08928,0.97,1.673,92.56,33.109,171.64
11,2,306,12,9.73,0.12226,1.09,3.137,92.26,35.977,154.66
11,2,306,13,9.57,0.08808,1.01,3.137,92.44,38.308,144.46
11,2,306,14,9.66,0.07592,0.92,3.137,92.36,39.485,120.34
11,2,306,15,10.39,0.11613,0.81,3.26,92.11,39.26,106.96
11,2,306,16,9.96,0.04772,0.6,3.26,92.23,37.746,46.47
11,2,306,17,10.18,0.05383,0.45,3.26,92.18,35.247,0
11,2,306,18,10.13,0.07216,0.37,0.203,92.25,32.799,0
11,2,306,19,10.29,0.08918,0.34,0.203,92.14,30.855,0
11,2,306,20,10.2,0.08899,0.31,0.203,92.19,28.374,0
11,2,306,21,11.2,0.19504,0.27,0.08,92.25,26.156,0
11,2,306,22,10.49,0.10987,0.28,0.08,92.25,24.551,0
11,2,306,23,10.84,0.11423,0.29,0.08,92.25,23.388,0
11,3,307,0,11.14,0.10812,0.31,0.327,92.25,22.381,0
11,3,307,1,11.18,0.13802,0.31,0.327,92.25,21.705,0
11,3,307,2,11.16,0.13516,0.36,0.327,92.25,21.257,0
11,3,307,3,12.78,0.27474,0.45,0.89,92.17,20.622,0
11,3,307,4,11.69,0.0926,0.58,0.89,92.23,20.42,0
11,3,307,5,12.24,0.08941,0.74,0.89,92.21,20.412,0
11,3,307,6,12.91,0.11124,0.94,0.117,92.14,19.682,0
11,3,307,7,12.83,0.10049,0.88,0.117,92.16,19.641,13.91
11,3,307,8,12.87,0.10091,0.84,0.117,92.15,21.127,172.68
11,3,307,9,14.82,0.30325,0.84,0.227,92.11,22.383,308.39
11,3,307,10,13.55,0.13123,0.92,0.227,92.13,23.177,409.47
11,3,307,11,14.19,0.16314,0.95,0.227,92.12,23.685,469.01
11,3,307,12,15.3,0.2544,0.97,0.078,91.96,24.209,508.27
11,3,307,13,14.99,0.21567,0.98,0.078,92.08,25.304,474.64
11,3,307,14,15.16,0.23205,1.01,0.078,92.03,27.172,394.82
11,3,307,15,13.92,0.09849,1.03,0.499,91.81,28.624,285.23
11,3,307,16,14.85,0.19921,1.03,0.499,91.93,28.466,121.94
11,3,307,17,14.39,0.15175,1,0.499,91.88,27.212,0
11,3,307,18,13.48,0.06456,0.86,1.417,91.75,27.489,0
11,3,307,19,13.78,0.10309,0.9,1.417,91.8,28.26,0
11,3,307,20,13.63,0.09751,0.99,1.417,91.78,27.925,0
11,3,307,21,12.97,0.04006,1.13,1.04,91.81,27.022,0
11,3,307,22,13.3,0.08895,1.13,1.04,91.76,26.17,0
11,3,307,23,13.13,0.08646,1.16,1.04,91.78,25.67,0
11,4,308,0,11.78,0,1.2,0.393,92.11,25.434,0
11,4,308,1,12.54,0.07826,1.11,0.393,91.88,25.653,0
11,4,308,2,12.15,0.0747,1.03,0.393,91.98,26.931,0
